301,225132,2 Cet,
97229,186689,upsilon Aql,
97278,186791,gamma Aql,
97295,187013,17 Cyg,
97473A,187259,pi A Aql,
97473B,187260,pi B Aql,
97629,187796,chi Cyg,
97630,187849,19 Cyg,
97635,188056,20 Cyg,
97650,187532,51 Aql,
97649,187642,alpha Aql,
97675,187691,omicron Aql,
97804,187929,eta Aql,
97870,188665,23 Cyg,
97928,188154,56 Aql,
97938,188310,xi Aql,
97966,188293,57A Aql,
97967,188294,57B Aql,
97980,188350,58 Aql,
98036,188512,beta Aql,
98055B,189037,psi B Cyg,
98055A,189037,psi A Cyg,
98068,188892,22 Cyg,
98103,188728,phi Aql,
98110,188947,eta Cyg,
98425,189687,25 Cyg,
98571,190147,26 Cyg,
98823,190327,tau Aql,
98844,190299,62 Aql,
99031,191026,27 Cyg,
99171,191067,64 Aql,
99255A,192907,kappa A Cep,
99303,191610,28 Cyg,
99473,191692,theta Aql,
99529,191753,xi 1 Cap,
99572,191862,xi 2 Cap,
99631,192107,66 Aql,
99639,192514,30 Cyg,
99655,192696,33 Cyg,
99675,192577,omicron 1A Cyg,
99676,192579,omicron 1C Cyg,
99742,192425,rho Aql,
99770,192640,29 Cyg,
99848,192909,omega 2 Cyg,
99918,192666,3 Cap,
100027,192876,alpha 1 Cap,
100062,192879,4 Cap,
100064,192947,alpha 2 Cap,
100108,193369,36 Cyg,
100122,193370,35 Cyg,
100195,193150,sigma Cap,
100310,193432,nu Cap,
100325A,193452,beta 2A Cap,
100325B,193452,beta 2B Cap,
100345,193495,beta 1 Cap,
100453,194093,gamma Cyg,
100587,194317,39 Cyg,
100859,195068,43 Cyg,
100881A,194636,pi A Cap,
100881B,194636,pi B Cap,
100907,195050,40 Cyg,
100977,194939,68 Aql,
101027A,194943,rho A Cap,
101067,195324,42 Cyg,
101076,195295,41 Cyg,
101093,195725,theta Cep,
101101,195135,69 Aql,
101120,195093,omicron B Cap,
101123,195094,omicron A Cap,
101138,195556,omega 1 Cyg,
101214A,195593,44A Cyg,
101214B,195593,44B Cyg,
101243,195774,omega 2 Cyg,
101474B,196093,47B Cyg,
101474A,196093,47A Cyg,
101692,196321,70 Aql,
101751,196348,13 Cap,
101765,196606,48 Cyg,
101847,196574,71 Aql,
101923B,196662,tau B Cap,
101923A,196662,tau A Cap,
101936,196758,1 Aqr,
101984,196777,upsilon Cap,
102066A,197177,49A Cyg,
102066B,197178,49B Cyg,
102098,197345,alpha Cyg,
102177,197511,51 Cyg,
102253,197950,4 Cep,
102422,198149,eta Cep,
102453,197912,52 Cyg,
102485,197692,psi Cap,
102487,197725,17 Cap,
102488,197989,epsilon Cyg,
102589A,198183,lambda A Cyg,
102589B,198183,lambda B Cyg,
102618,198001,epsilon Aqr,
102624,198026,3 Aqr,
102724,198478,55 Cyg,
102843,198639,56 Cyg,
102945,198571,4B Aqr,
102945,198571,4A Aqr,
102978,198542,omega Cap,
103005,198667,5 Aqr,
103045,198743,mu Aqr,
103089,199081,57 Cyg,
103226,199012,19 Cap,
103401,199345,7 Aqr,
103413A,199629,nu A Cyg,
103616,199728,20 Cap,
103632,200120,59 Cyg,
103640,199828,8 Aqr,
103681,199944,10 Aqr,
103682,199960,11 Aqr,
103703,199947,21 Cap,
103728,200004,9 Aqr,
103732A,200310,60A Cyg,
103981A,200497,12A Aqr,
103981B,200496,12B Aqr,
104019B,200499,eta B Cap,
104019A,200499,eta A Cap,
104060,200905,xi Cyg,
104139,200761,theta Cap,
104194,201251,63 Cyg,
104214,201091,61A Cyg,
104217,201092,61B Cyg,
104234,200914,24 Cap,
104365,201184,chi Cap,
104429,201301,26 Cap,
104452,201352,27 Cap,
104459,201381,nu Aqr,
104732,202109,zeta Cyg,
104887A,202444,tau A Cyg,
104963,202320,phi Cap,
104974,202369,29 Cap,
105019,202466,14 Aqr,
105102,202850,sigma Cyg,
105138,202904,upsilon Cyg,
105143,202671,30 Cap,
105164,202753,15 Aqr,
105168,202723,31 Cap,
105186,203064,68 Cyg,
105199,203280,alpha Cep,
105268,203467,6 Cep,
105412,203222,16 Aqr,
105515,203387,iota Cap,
105574,203525,17 Aqr,
105665,203638,33 Cap,
105668,203705,18 Aqr,
105729,203843,20 Aqr,
105761,203875,19 Aqr,
105767,203926,21 Aqr,
105811,204172,69 Cyg,
105881,204075,zeta Cap,
105928,204139,35 Cap,
105942,204403,70 Cyg,
105972,204770,7 Cep,
106032,205021,beta Cep,
106039,204381,36 Cap,
106093,204771,71 Cyg,
106278,204867,beta Aqr,
106481,205435,rho Cyg,
106551,205512,72 Cyg,
106559,205289,37 Cap,
106568,205306,38 Cap,
106711,205835,74 Cyg,
106723,205637,epsilon Cap,
106786,205767,xi Aqr,
106801,206165,9 Cep,
106942B,206058,24B Aqr,
106942A,206058,24A Aqr,
106944,206067,25 Aqr,
106985,206088,gamma Cap,
106999,206330,75 Cyg,
107095,206301,42 Cap,
107097,206538,76 Cyg,
107119,206952,11 Cep,
107128,206356,41 Cap,
107136,206672,pi 1 Cyg,
107144,206445,26 Aqr,
107162A,206644,77A Cyg,
107188,206453,kappa Cap,
107232,206561,44 Cap,
107253,206774,79 Cyg,
107259,206936,mu Cep,
107302,206677,45 Cap,
107310B,206827,mu 2 Cyg,
107310A,206826,mu 1 Cyg,
107382,206834,46 Cap,
107418,207260,nu Cep,
107487,207005,47 Cap,
107517,207052,lambda Cap,
107527,207061,50 Cap,
107533A,207330,pi 2A Cyg,
107556,207098,delta Cap,
107586,207528,12 Cep,
108036,207958,mu Cap,
108165,208501,13 Cep,
108535,209369,16 Cep,
108691,209128,28 Aqr,
108772,209481,14 Cep,
108797A,209278,29A Aqr,
108868,209396,30 Aqr,
108874,209409,omicron Aqr,
108917B,209791,xi B Cep,
108917A,209790,xi A Cep,
108924,209772,18 Cep,
108925,209744,15 Cep,
108991,209625,32 Aqr,
109005,209960,20 Cep,
109017,209975,19 Cep,
109074,209750,alpha Aqr,
109139,209819,iota Aqr,
109332,210191,35 Aqr,
109369,210269,36 Aqr,
109400,210807,24 Cep,
109460,210422,37 Aqr,
109472,210424,38 Aqr,
109492,210745,zeta Cep,
109556,210839,lambda Cep,
109624B,210705,39B Aqr,
109624A,210705,39A Aqr,
109720,210845,40 Aqr,
109786A,210960,41A Aqr,
109786B,-,41B Aqr,
109857,211336,epsilon Cep,
110000,211361,42 Aqr,
110003,211391,theta Aqr,
110023,211434,44 Aqr,
110103,211833,25 Cep,
110179,211676,45 Aqr,
110273,211838,rho Aqr,
110391,212010,47 Aqr,
110395,212061,gamma Aqr,
110529,212271,49 Aqr,
110578,212404,51 Aqr,
110602,212430,50 Aqr,
110672,212571,pi Aqr,
110778B,212697,53B Aqr,
110778A,212698,53A Aqr,
110786,212741,54 Aqr,
110787,213403,28 Cep,
110817,213087,26 Cep,
110960B,213051,zeta 1 Aqr,
110960A,213052,zeta 2 Aqr,
110991,213307,delta C Cep,
110991,213306,delta A Cep,
111056,213798,rho Cep,
111086,213236,56 Aqr,
111123A,213320,sigma A Aqr,
111200,213464,58 Aqr,
111394,213789,60 Aqr,
111449,213845,upsilon Aqr,
111497,213998,eta Aqr,
111532,214470,31 Cep,
111539,214028,61 Aqr,
111710,214376,kappa Aqr,
111797,214734,30 Cep,
111843,214572,64 Aqr,
112161,215097,65 Aqr,
112179,215143,67 Aqr,
112211,215167,66 Aqr,
112529,215721,68 Aqr,
112542,215766,tau 1 Aqr,
112615,215874,70 Aqr,
112716,216032,tau 2 Aqr,
112724,216228,iota Cep,
112813,216182,72 Aqr,
112961,216386,lambda Aqr,
113031,216494,74 Aqr,
113085,216567,75 Aqr,
113127,216637,78 Aqr,
113136,216627,delta Aqr,
113148,216640,77 Aqr,
113674,217531,81 Aqr,
113726A,217675,omicron A And,
113726B,217675,omicron B And,
113781,217701,82 Aqr,
113788A,217782,2A And,
113919,218031,3 And,
113996B,218060,83B Aqr,
113996A,218060,83A Aqr,
114006,218081,84 Aqr,
114054,218173,85 Aqr,
114104,218376,1 Cas,
114119,218240,86 Aqr,
114164,218331,87 Aqr,
114200,218452,4 And,
114210,218470,5 And,
114222B,218658,pi B Cep,
114222A,218658,pi A Cep,
114341,218594,88 Aqr,
114365,218753,2 Cas,
114375,218640,89 Aqr,
114430,218804,6 And,
114570,219080,7 And,
114724,219215,phi Aqr,
114855,219449,psi 1 Aqr,
114939,219576,chi Aqr,
115022,219734,8 And,
115033,219688,psi 2 Aqr,
115065,219815,9 And,
115088B,219916,omicron B Cep,
115088A,219916,omicron A Cep,
115115,219832,psi 3 Aqr,
115126,219834,94 Aqr,
115142,219877,96 Aqr,
115152,219945,11 And,
115191,219981,10 And,
115280,220117,12 And,
115404A,220278,97A Aqr,
115404B,220278,97B Aqr,
115438,220321,98 Aqr,
115590,220652,4 Cas,
115669,220704,99 Aqr,
115755,220885,13 And,
116076,221345,14 And,
116118,221357,100 Aqr,
116247A,221565,101A Aqr,
116247B,221565,101B Aqr,
116354,221756,15 And,
116584,222107,lambda And,
116631,222173,iota And,
116709,222304,18 And,
116727,222404,gamma Cep,
116758,222345,omega 1 Aqr,
116805,222439,kappa And,
116889,222547,103 Aqr,
116901,222574,104 Aqr,
116971,222661,omega 2 Aqr,
117089,222847,106 Aqr,
117218A,223024,107A Aqr,
117221,223047,psi And,
117301,223165,tau Cas,
117447B,223385,6B Cas,
117447A,223385,6A Cas,
117629,223640,108 Aqr,
117863,224014,rho Cas,
118178,224481,1 Cet,
118243B,224572,sigma B Cas,
118243A,224572,sigma A Cas,
2021,2151,beta Hyi,
3781,4815,lambda Hyi,
7588,10144,alpha Eri,
7879,10859,tau 1 Hyi,
8366,11604,tau 2 Hyi,
8751,11733,eta 1 Hyi,
8928,11977,eta 2 Hyi,
8991,12363,sigma Hyi,
9007,11937,chi Eri,
9236,12311,alpha Hyi,
9440,12438,pi For,
9677,12767,nu For,
10320,13709,mu For,
10418,14141,pi 1 Hyi,
10513,14287,pi 2 Hyi,
10602,14228,phi Eri,
11001,15008,delta Hyi,
11072,14802,kappa For,
11095,15248,kappa Hyi,
11258,15233,lambda Hor,
11407,15371,kappa Eri,
11477,15427,phi For,
11757,16522,mu Hyi,
11867,15975,lambda 1 For,
11918B,16046,omega B For,
11918A,16046,omega A For,
12122,16307,iota 1 For,
12186,16417,lambda 2 For,
12225,16555,eta Hor,
12288,16538,iota 2 For,
12394,16978,epsilon Hyi,
12413,16754,sigma Eri,
12484,16920,zeta Hor,
12486,16815,iota Eri,
12653,17051,iota Hor,
12843,17206,tau 1 Eri,
12871,17504,gamma Hor,
12876,17566,zeta Hyi,
13040,17528,eta 1 For,
13141,17848,nu Hor,
13147,17652,beta For,
13197,17713,gamma 1 For,
13202,17729,gamma 2 For,
13225,17793,eta 2 For,
13244,18293,nu Hyi,
13265,17829,eta 3 For,
13288,17824,tau 2 Eri,
13473,18149,psi For,
13701,18322,eta Eri,
13782,18454,4 Eri,
13835,18535,6 Eri,
13847A,18622,theta 1 Eri,
13847B,18623,theta 2 Eri,
13884,18866,beta Hor,
13942,18692,zeta For,
13951,18633,5 Eri,
14040,18760,7 Eri,
14060,18784,rho 1 Eri,
14086,18907,epsilon For,
14131,19400,theta Hyi,
14146,18978,tau 3 Eri,
14168,18953,rho 2 Eri,
14240,19319,mu Hor,
14293,19107,rho 3 Eri,
14879B,20010,alpha B For,
14879A,20010,alpha A For,
15197,20320,zeta Eri,
15201,21024,iota Hyi,
15244,20395,14 Eri,
15382A,20610,15A Eri,
15382B,20610,15B Eri,
15474,20720,tau 4 Eri,
15987,21423,chi 1 For,
16112,21574,chi 2 For,
16156B,-,chi 3B For,
16156A,21635,chi 3A For,
16341,21790,17 Eri,
16537,22049,epsilon Eri,
16611,22203,tau 5 Eri,
16803A,22470,20A Eri,
16803B,-,20B Eri,
17007,22789,tau For,
17027,22713,21 Eri,
17167,22920,22 Eri,
17304,23227,delta For,
17378,23249,delta Eri,
17457,23363,24 Eri,
17506,23413,25 Eri,
17593,23614,pi Eri,
17618,23738,sigma For,
17651,23754,tau 6 Eri,
17678,24512,gamma Hyi,
17717,23878,tau 7 Eri,
17738,23940,rho For,
18122,24371,29 Eri,
18141,24388,30 Eri,
18216,24587,tau 8 Eri,
18255B,24554,32B Eri,
18255A,24555,32A Eri,
18543,25025,gamma Eri,
18673,25267,tau 9 Eri,
18788,25340,35 Eri,
19483,26409,37 Eri,
19515A,26612,delta A Hor,
19515B,26612,delta B Hor,
19587,26574,omicron 1 Eri,
19747,26967,alpha Hor,
19777A,26846,39A Eri,
19777B,-,39B Eri,
19849,26965,omicron 2 Eri,
19893,27290,gammaDor,
20042,27376,upsilon 4 Eri,
20507,27861,xiEri,
20535,28028,upsilon 3 Eri,
21139,28749,45 Eri,
21248,29085,upsilon 1 Eri,
21278A,29009,46A Eri,
21278B,29009,46B Eri,
21281A,29305,alpha A Dor,
21281B,29305,alpha B Dor,
21296,29064,47 Eri,
21393,29291,upsilon 2 Eri,
21444,29248,nu Eri,
21547,29391,51 Eri,
21594B,29503,53B Eri,
21594A,29503,53A Eri,
21763,29755,54 Eri,
21986B,30020,55B Eri,
21986A,30021,55A Eri,
22024,30076,56 Eri,
22040,30478,kappa Dor,
22109,30211,mu Eri,
22263,30495,58 Eri,
22325,30606,59 Eri,
22479,30814,60 Eri,
22701,31109,omega Eri,
22958,31512,62 Eri,
23221,32008,63 Eri,
23231,32045,64 Eri,
23364,32249,psi Eri,
23474,32503,1 Lep,
23685,32887,epsilon Lep,
23693,33262,zeta Dor,
23794,32964,66 Eri,
23875,33111,beta Eri,
23941,33256,68 Eri,
23972,33328,lambda Eri,
24244,33802,iota Lep,
24305,33904,mu Lep,
24327B,33949,kappa B Lep,
24327A,33949,kappa A Lep,
24372,34649,theta Dor,
24845,34816,lambda Lep,
24873,34863,nu Lep,
25202,35337,8 Lep,
25429,36189,lambda Dor,
25606,36079,beta Lep,
25853,36473,10 Lep,
25985,36673,alpha Lep,
26069,37350,beta Dor,
26865,38090,12 Lep,
-,38392,gamma B Lep,
27072,38393,gamma A Lep,
27100,39014,delta Dor,
27288,38678,zeta Lep,
27534,39844,epsilon Dor,
27654,39364,delta Lep,
28103,40136,eta Lep,
28734A,41116,1A Gem,
28734B,41116,1B Gem,
28816,41511,17 Lep,
28610,41695,theta Lep,
28909,42525,eta 1 Dor,
28969,41543,2 Gem,
29048,42042,19 Lep,
29134,43107,nu Dor,
29225A,42087,3A Gem,
29225B,42087,3B Gem,
29288A,42216,4A Gem,
29288B,42216,4B Gem,
29353,43455,eta 2 Dor,
29379,42398,5 Gem,
29450,42543,6 Gem,
29655B,42995,eta B Gem,
29655A,42995,eta A Gem,
29789,43261,8 Gem,
29840,43384,9 Gem,
29919,42973,1 Lyn,
30003,43740,10 Gem,
30046,43818,11 Gem,
30049,43836,12 Gem,
30060,43378,2 Lyn,
30272B,43812,4B Lyn,
30272A,43812,4A Lyn,
30278,43749,3 Lyn,
30321,45669,pi 1 Dor,
30343,44478,mu Gem,
30565,46116,pi 2 Dor,
30588,44974,14 Gem,
30679,44708,5 Lyn,
30756,45352,15B Gem,
30757,45352,15A Gem,
30769,45394,16 Gem,
30883,45542,nu Gem,
31039,45410,6 Lyn,
31105,46031,19 Gem,
31156,46136,20B Gem,
31158,46136,20A Gem,
31359,46101,7 Lyn,
31368,46516,22 Gem,
31525,46781,23 Gem,
31526,46318,9 Lyn,
31665,46590,11 Lyn,
31676,46480,8 Lyn,
31681,47105,gamma Gem,
31763,46635,10 Lyn,
32019,47731,25 Gem,
32104,48097,26 Gem,
32246,48329,epsilon Gem,
32249,48433,30 Gem,
32311,48450,28 Gem,
32362,48737,xi Gem,
32404,48843,32 Gem,
32438A,48250,12A Lyn,
32438B,48250,12B Lyn,
32489,48432,13 Lyn,
32753,49606,33 Gem,
32814,49738,35 Gem,
32921,49908,36 Gem,
33018,50019,theta Gem,
33048B,49618,14B Lyn,
33048A,49618,14A Lyn,
33202A,50635,38A Gem,
33202B,50635,38B Gem,
33277,50692,37 Gem,
33449,50522,15 Lyn,
33485,50973,16 Lyn,
33595,51530,39 Gem,
33650,51688,40 Gem,
33715,52005,41 Gem,
33927,52497,omega Gem,
34088,52973,zeta Gem,
34182,53257,44 Gem,
34440,54131,45 Gem,
34572,53633,17 Lyn,
34693,54719,tau Gem,
34722,54801,47 Gem,
34819,55052,48 Gem,
34861,55156,49 Gem,
34909A,55383,51A Gem,
34909B,-,51B Gem,
35025,55621,52 Gem,
35146,55280,18 Lyn,
35152,55870,53 Gem,
35350,56537,lambda Gem,
35550,56986,delta Gem,
35699,57423,56 Gem,
35726,57066,20B Lyn,
35731,57067,20A Lyn,
35783,57102,19B Lyn,
35785,57103,19A Lyn,
35787,237611,19D Lyn,
35842,57744,58 Gem,
35846,57727,57 Gem,
35941,57927,59 Gem,
36046,58207,iota Gem,
36145,58142,21 Lyn,
36156,58579,61 Gem,
36238,58728,63 Gem,
36366,58946,rho Gem,
36393,59037,64 Gem,
36429,59148,65 Gem,
36439,58855,22 Lyn,
36739,60081,67 Gem,
36760,60107,68 Gem,
--,-,alpha C Gem,
36850A,60179,alpha A Gem,
36850B,60178,alpha B Gem,
36962,60522,upsilon Gem,
37204,60986,70 Gem,
37265,61110,omicron Gem,
37300,61338,74 Gem,
37406,61106,23 Lyn,
37609,61497,24 Lyn,
37629,62044,sigma Gem,
37704,62285,76 Gem,
37740,62345,kappa Gem,
37811,62510,79 Gem,
37826,62509,beta Gem,
37908,62721,81 Gem,
38016,62898,pi Gem,
38106A,63208,82A Gem,
38106B,63208,82B Gem,
38495,64092,84 Gem,
38538,64145,phi Gem,
38623,64106,25 Lyn,
38639,64144,26 Lyn,
38722,64648,85 Gem,
39424,66216,chi Gem,
39722,66824,28 Lyn,
39847,67006,27 Lyn,
40646,68930,29 Lyn,
40875,69548,30 Lyn,
41075,70272,31 Lyn,
41211,70958,1 Hya,
41375,71297,2 Hya,
41975,72291,32 Lyn,
42090,72524,33 Lyn,
42146,72968,3 Hya,
42313,73262,delta Hya,
42402,73471,sigma Hya,
42509,73840,6 Hya,
42604,73593,34 Lyn,
42662,74137,9 Hya,
42799,74280,eta Hya,
42931,74591,10 Hya,
43067,74918,12 Hya,
43109C,74874,epsilon C Hya,
43109A,74874,epsilon A Hya,
43109B,74874,epsilon B Hya,
43234,75137,rho Hya,
43305,75333,14 Hya,
43496A,75737,15A Hya,
43496B,75737,15B Hya,
43531,75506,35 Lyn,
43813,76294,zeta Hya,
43822B,76369,17B Hya,
43822A,76370,17A Hya,
44659,77996,omega Hya,
44883B,78556,19B Hya,
44883A,78556,19A Hya,
44961,78732,20 Hya,
45184,79193,21 Hya,
45290,79158,36 Lyn,
45336,79469,theta Hya,
45526,79931,24 Hya,
45527,79910,23 Hya,
45588,80105,25 Hya,
45688B,-,38B Lyn,
45688A,80081,38A Lyn,
45751,80499,26 Hya,
45802C,80550,27C Hya,
45802B,80550,27B Hya,
45811,80586,27A Hya,
45860,80493,alpha Lyn,
46146,81146,kappa Leo,
46221,81420,28 Hya,
46365B,81728,29B Hya,
46365A,81728,29A Hya,
46390,81797,alpha Leo,
46454A,81858,omega A Leo,
46454B,81858,omega B Leo,
46457,81873,3 Leo,
46509,81997,tau 1 Hya,
46652,82087,7 LMi,
46735,82198,8 LMi,
46750,82308,lambda Leo,
46771,82395,xi Leo,
46774,82381,eta Leo,
46776,82446,tau 2 Hya,
46904,82522,9 LMi,
46952,82635,10 LMi,
46982,82870,33 Hya,
47080,82885,11 LMi,
47096,83023,7 Leo,
47189,83189,8 Leo,
47205,83240,10 Leo,
47247,83273,9 Leo,
47249,83373,34 Hya,
47266,83343,11 Leo,
47300,83287,42 Lyn,
47382,83469,12 Leo,
47427A,83650,37A Hya,
47427B,-,37B Hya,
47431,83618,iota Hya,
47452,83754,kappa Hya,
47508,83808,omicron Leo,
47550,83821,13 Leo,
47570,83805,43 Lyn,
47631,83951,13 LMi,
47723,84194,psi Leo,
47908,84441,epsilon Leo,
47959,84561,18 Leo,
48029,84722,19 Leo,
48218A,85040,20A Leo,
48218B,85040,20B Leo,
48256,85029,16 LMi,
48298,85259,21 Leo,
48324,85268,23 Leo,
48356,85444,upsilon 1 Hya,
48390,85376,22 Leo,
48428,85373,17 LMi,
48455,85503,mu Leo,
48833,86146,19 LMi,
48881,86359,26 Leo,
48883,86360,nu Leo,
49029,86663,pi Leo,
49081,86728,20 LMi,
49402,87504,upsilon 2 Hya,
49583,87737,eta Leo,
49593,87696,21 LMi,
49637,87837,31 Leo,
49669,87901,alpha Leo,
49841,88284,lambda Hya,
49850,88233,33 Leo,
49929A,88355,34A Leo,
49929B,88355,34B Leo,
50218,88786,22 LMi,
50303,88960,23 LMi,
50316,88986,24 LMi,
50319,89010,35 Leo,
50333,89056,37 Leo,
50335,89025,zeta Leo,
50384,89125,39 Leo,
50564,89449,40 Leo,
50583,89484,gamma 1 Leo,
50583,89485,gamma 2 Leo,
50755,89774,42 Leo,
50851,89962,43 Leo,
50857,89892,26 LMi,
50860,89904,27 LMi,
50935,90040,28 LMi,
51008,90254,44 Leo,
51047,90250,29 LMi,
51056,90277,30 LMi,
51069,90432,mu Hya,
51213,90569,45 Leo,
51233A,90537,beta A LMi,
51233B,90537,beta B LMi,
51420,90840,32 LMi,
51556,91130,33 LMi,
51585,91232,46 Leo,
51614,91369,43 Hya,
51624,91316,rho Leo,
51685,91365,34 LMi,
51718,91550,44 Hya,
51775,91612,48 Leo,
51802B,91636,49B Leo,
51802A,91636,49A Leo,
51905,91880,phi 2 Hya,
51914,91752,35 LMi,
52032,92000,36 LMi,
52085,92214,phi 1 Hya,
52098,92125,37 LMi,
52120,92196,50 Leo,
52139,92168,38 LMi,
52240,92371,39 LMi,
52422,92769,40 LMi,
52457,92825,41 LMi,
52638,93152,42 LMi,
52689,93291,52 Leo,
52882,93636,43 LMi,
52911,93702,53 Leo,
52943,93813,nu Hya,
52959,93765,44 LMi,
53195,94218,45 LMi,
53229,94264,46 LMi,
53355,94480,48 LMi,
53417A,94601,54A Leo,
53417B,94602,54B Leo,
53423A,94672,55A Leo,
53423B,94672,55B Leo,
53449,94705,56 Leo,
53460,94738,57 Leo,
53492,94747,50 LMi,
54182,96097,chi Leo,
54196,96094,51 LMi,
54204,96202,chi 1 Hya,
54255,96314,chi 2 Hya,
54336A,96436,65A Leo,
54336B,96436,65B Leo,
54388,96528,64 Leo,
54487,96738,67 Leo,
54515,96855,66 Leo,
54872,97603,delta Leo,
54879,97633,theta Leo,
54951,97778,72 Leo,
55084,98058,phi Leo,
55137,98118,75 Leo,
55249,98366,76 Leo,
55434,98664,sigma Leo,
55533,98824,71 Leo,
55642A,99028,iota A Leo,
55642B,99028,iota B Leo,
55650,99055,79 Leo,
55765,99285,81 Leo,
55769,99305,82 Leo,
55791,99329,80 Leo,
55846,99491,83A Leo,
55848,99492,83B Leo,
55945,99648,tau Leo,
56080,99902,85 Leo,
56127,99998,87 Leo,
56146,100006,86 Leo,
56211,100029,lambda Dra,
56242B,-,88B Leo,
56242A,100180,88A Leo,
56343,100407,xi Hya,
56445,100563,89 Leo,
56473B,100600,90B Leo,
56473A,100600,90A Leo,
56583,100696,2 Dra,
56647,100920,upsilon Leo,
56922,101431,omicron Hya,
56975,101484,92 Leo,
57111,101673,3 Dra,
57565,102509,93 Leo,
57632,102647,beta Leo,
57936B,103192,beta B Hya,
57936A,103192,beta A Hya,
60998,108907,4 Dra,
61281,109387,kappa Dra,
61384,109551,6 Dra,
62423,111335,7 Dra,
63076,112429,8 Dra,
63432,113092,9 Dra,
64166,114149,psi Hya,
64962,115659,gamma Hya,
67627,121130,10 Dra,
68269,121847,47 Hya,
68390,122066,48 Hya,
68756,123299,alpha Dra,
68895,123123,pi,
69415,124206,50 Hya,
69996,125238,iota Lup,
70306,125932,51 Hya,
70336,126035,2 Lib,
70574,126341,tau 1 Lup,
70576A,126354,tau 2A Lup,
70576B,126354,tau 2B Lup,
70753,126769,52 Hya,
71121,127381,sigma Lup,
71536,128345,rho Lup,
71860,129056,alpha Lup,
71974,129433,4 Lib,
72194,129978,5 Lib,
72197A,129926,54A Hya,
72197B,129926,54B Hya,
72323,130158,55 Hya,
72357,130259,56 Hya,
72378,130274,57 Hya,
72489B,130559,mu B Lib,
72489A,130559,mu A Lib,
72571,130694,58 Hya,
72603,130819,alpha 1 Lib,
72622,130841,alpha 2 Lib,
72631,130952,11 Lib,
72683,130807,omicron Lup,
72702,131027,10 Lib,
72929,131430,12 Lib,
72934,131530,xi 1 Lib,
73133,131918,xi 2 Lib,
73165,132052,16 Lib,
73249,132230,17 Lib,
73273,132058,beta Lup,
73284,132219,59 Hya,
73310,132345,18 Lib,
73473,132742,delta Lib,
73566,132851,60 Hya,
73714,133216,sigma Lib,
73807A,133242,pi A Lup,
73807B,133243,pi B Lup,
73945,133774,nu Lib,
73953,133800,22 Lib,
74117A,133955,lambda A Lup,
74117B,133955,lambda B Lup,
74376,134481,kappa 1 Lup,
74380,134482,kappa 2 Lup,
74392,134759,iota Lib,
74395,134505,zeta Lup,
74493,134967,25 Lib,
74500,134987,23 Lib,
74600,135230,26 Lib,
74604,135153,1 Lup,
74785,135742,beta Lib,
74857,135758,2 Lup,
74911A,135734,mu ALup,
74911B,135734,mu B Lup,
74915,135748,mu C Lup,
75110,136366,28 Lib,
